source_icd_id	source_icd_name	destination_icd_id	destination_icd_name	relationship_type	relationship_id
F90.8	其他多动性障碍	F90.9	未特指的多动性障碍	Due to	3200006029
K12.1	其他形式的口炎	T30.4	身体未特指部位的腐蚀伤,程度未特指	Due to	3200798027
E10.6	胰岛素依赖型糖尿病伴有其他特指的并发症	E10.9	胰岛素依赖型糖尿病不伴有并发症	Due to	3229260029
E70.3	白化病	E70.2	酪氨酸代谢紊乱	Due to	2714528025
E87.3	碱中毒	R06.4	通气过度	Due to	2714266026
T79.6	创伤性肌肉缺血	T14.6	身体未特指部位的肌腱和肌肉损伤	Due to	3234228026
L93.1	亚急性皮肤红斑狼疮	L93.0	盘状红斑狼疮	Due to	2713755029
M32.8	其他形式的系统性红斑狼疮	L93.0	盘状红斑狼疮	Due to	2713753020
P57.9	未特指的核黄疸	P59.9	未特指的新生儿黄疸	Due to	3392664020
J04.0	急性喉炎	K21.9	胃-食管反流性疾病不伴有食管炎	Due to	3235007020
L93.2	其他的局限性红斑狼疮	L93.0	盘状红斑狼疮	Due to	2713413023
M16.2	发育异常导致的双侧髋关节病	Q65.8	髋的其他先天性变形	Due to	3239528029
E16.1	其他低血糖	D13.7	胰腺内分泌的良性肿瘤	Due to	2713111027
R52.9	未特指的疼痛	I73.9	未特指的周围血管疾病	Due to	3239988022
N17.9	"未特指的急性肾衰竭	"	N13.9	"未特指的梗阻性和反流性尿路病	"	Due to	3241818029
L60.3	甲营养不良	T86.0	骨髓移植排斥	Due to	3243366021
P12.2	产伤引起的颅骨腱膜下出血	P15.9	未特指的产伤	Due to	3244011024
J98.4	肺的其他疾患	M35.9	结缔组织系统性受累	Due to	3309076023
K59.0	便秘	K58.9	肠易激综合征不伴有腹泻	Due to	3309944026
N25.0	"肾性骨营养不良	"	N25.9	"肾小管功能损害所致未特指的疾患	"	Due to	3318977025
R52.2	其他慢性疼痛	T14.9	未特指的损伤	Due to	3319515026
I95.1	直立性低血压	I95.9	未特指的低血压	Due to	3323364028
G83.8	其他特指的麻痹[瘫痪]综合征	T60.0	有机磷酸盐和氨基甲酸酯杀虫剂的毒性效应	Due to	3359928028
L71.1	肥大性酒渣鼻	L71.9	未特指的酒渣鼻	Due to	3366405021
N31.9	"膀胱未特指的神经肌肉功能不良	"	Q05.9	未特指的脊柱裂	Due to	3237013028
E05.8	其他甲状腺毒症	D35.2	垂体良性肿瘤	Due to	2713090028
E03.8	其他特指的甲状腺功能减退症	E72.0	氨基酸转移紊乱	Due to	2732726021
D61.8	其他特指的再生障碍性贫血	T78.4	未特指的变态反应	Due to	2728748029
Q01.9	未特指的脑膨出	G93.5	脑受压	Due to	2739960021
A05.9	未特指的细菌性食物中毒	T62.9	摄入食物中未特指的有害物质的毒性效应	Due to	2785333029
D69.6	未特指的血小板减少	N18.9	"未特指的慢性肾衰竭	"	Due to	2785279021
K52.2	变应性及饮食性胃肠炎和结肠炎	Z91.0	非药物和生物制品过敏个人史	Due to	2785226027
D50.8	其他缺铁性贫血	E61.1	铁缺乏	Due to	2742446026
H35.9	视网膜未特指的疾患	T14.9	未特指的损伤	Due to	2784041028
H31.0	脉络膜视网膜瘢痕	T14.9	未特指的损伤	Due to	2780393029
Y42.3	"胰岛素和口服降血糖(抗糖尿病)药的有害效应	"	E16.2	未特指的低血糖	Due to	2779833023
H40.5	继发于其他眼部疾患的青光眼	Q13.8	眼前段其他的先天性畸形	Due to	2742605027
D57.8	其他镰状细胞疾患	D57.1	镰状细胞性贫血不伴有危象	Due to	2778720026
D57.8	其他镰状细胞疾患	D57.2	双杂合镰状细胞形成疾患	Due to	2778719021
H35.0	背景性视网膜病变和视网膜血管改变	T14.9	未特指的损伤	Due to	2778716025
L81.4	其他黑色素沉着过度	E27.1	原发性肾上腺皮质功能减退症	Due to	2777740024
H04.1	泪腺的其他疾患	T14.9	未特指的损伤	Due to	2756162023
M67.8	滑膜和肌腱其他特指的疾患	M67.9	滑膜和肌腱疾患	Due to	2743315021
P74.4	新生儿其他的暂时性电解质失调	R06.4	通气过度	Due to	2739935021
D75.1	继发性红细胞增多症	N13.3	"其他和未特指的肾盂积水	"	Due to	2739728021
L65.8	其他特指的非瘢痕性毛发缺失	T35.7	未特指部位未特指的冻伤	Due to	2786725022
P02.5	胎儿和新生儿受脐带其他压迫的影响	O69.9	"产程和分娩并发未特指的脐带并发症	"	Due to	2738609025
F98.8	通常在童年和青少年期发病的其他特指的行为和情绪障碍	T14.9	未特指的损伤	Due to	2797657020
D53.9	未特指的营养性贫血	E63.9	未特指的营养缺乏	Due to	2735911020
H40.3	继发于眼外伤的青光眼	S05.9	眼和眶未特指的损伤	Due to	2735931024
E10.0	胰岛素依赖型糖尿病伴有昏迷	E16.2	未特指的低血糖	Due to	2793226028
I95.1	直立性低血压	G23.2	纹状体黑质变性	Due to	2736731021
J69.8	其他固体和液体引起的肺炎	T17.9	呼吸道未特指部位内异物	Due to	2736770026
D64.8	其他特指的贫血	F10.2	酒精依赖综合征	Due to	2789138021
P01.0	胎儿和新生儿受宫颈机能不全的影响	N88.3	"宫颈机能不全	"	Due to	2743544022
S05.8	眼和眶其他损伤	T14.9	未特指的损伤	Due to	2788919022
H01.1	眼睑的非感染性皮肤病	L93.0	盘状红斑狼疮	Due to	2737627025
D50.1	缺铁性吞咽困难	E61.1	铁缺乏	Due to	2737747027
E05.9	未特指的甲状腺毒症	O01.9	"未特指的葡萄胎	"	Due to	2787354024
H35.3	黄斑和后极变性	T14.9	未特指的损伤	Due to	2787315023
E05.5	甲状腺危象	O01.9	"未特指的葡萄胎	"	Due to	2787180029
P02.6	胎儿和新生儿受脐带其他和未特指情况的影响	O69.9	"产程和分娩并发未特指的脐带并发症	"	Due to	2737900027
K80.5	胆管结石不伴有胆管炎或胆囊炎	K83.8	胆道其他特指的疾病	Due to	2787001025
T79.4	创伤性休克	T14.9	未特指的损伤	Due to	2788175024
P01.1	胎儿和新生儿受胎膜早破的影响	O42.9	"未特指的胎膜早破	"	Due to	2743545023
P01.2	胎儿和新生儿受羊水过少的影响	O41.0	"羊水过少	"	Due to	2743546024
P01.4	胎儿和新生儿受异位妊娠的影响	O00.0	"腹腔妊娠	"	Due to	2743550028
L60.3	甲营养不良	L93.0	盘状红斑狼疮	Due to	2755450021
P02.7	胎儿受绒(毛)膜羊膜炎的影响	O41.1	"羊膜囊和胎膜的感染	"	Due to	2743593028
P03.5	胎儿和新生儿受急产的影响	O62.3	"急产	"	Due to	2743600026
P03.8	胎儿和新生儿受产程和分娩的其他特指并发症的影响	O63.9	"未特指的滞产	"	Due to	2743603029
P11.0	产伤引起的脑水肿	P15.9	未特指的产伤	Due to	2743617022
P15.2	产伤引起的胸骨乳突损伤	P15.9	未特指的产伤	Due to	2743626020
P10.2	产伤引起的脑室内出血	P15.9	未特指的产伤	Due to	2743644028
P02.6	胎儿和新生儿受脐带其他和未特指情况的影响	O69.8	"产程和分娩并发其他的脐带并发症	"	Due to	2743592022
L03.0	指和趾的蜂窝织炎	B35.1	甲癣	Due to	2755289029
P59.8	其他特指原因所致的新生儿黄疸	Q44.3	先天性胆管狭窄	Due to	2743676022
E84.8	囊性纤维化病伴有其他表现	E84.9	未特指的囊性纤维化病	Due to	2743679026
I35.1	主动脉(瓣)关闭不全	I77.8	动脉和小动脉其他特指的疾患	Due to	2744305022
E85.8	其他淀粉样变	D47.9	淋巴、造血和有关组织未特指的动态未定或动态未知的肿瘤	Due to	2755059027
L51.2	中毒性表皮坏死松解症[莱尔]	T86.0	骨髓移植排斥	Due to	2755018022
G91.9	未特指的脑积水	Q03.0	西尔维于斯导水管[中脑导水管]畸形	Due to	2744614022
L43.8	其他的扁平苔癣	L43.9	未特指的扁平苔癣	Due to	2755014024
P58.5	吞咽母血引起的新生儿黄疸	P78.8	其他特指的围生期消化系统疾患	Due to	2743660029
N97.2	"子宫起因的女性不孕症	"	Q51.9	子宫和宫颈未特指的先天性畸形	Due to	2735744024
P02.6	胎儿和新生儿受脐带其他和未特指情况的影响	O69.4	"产程和分娩并发前置血管	"	Due to	2743591026
P02.6	胎儿和新生儿受脐带其他和未特指情况的影响	O69.5	"产程和分娩并发脐带的血管损害	"	Due to	2743588026
P01.4	胎儿和新生儿受异位妊娠的影响	O00.1	"输卵管妊娠	"	Due to	2743554021
P01.5	胎儿和新生儿受多胎妊娠的影响	O30.9	"未特指的多胎妊娠	"	Due to	2743555022
P01.5	胎儿和新生儿受多胎妊娠的影响	O30.0	"双胎妊娠	"	Due to	2743556023
P01.5	胎儿和新生儿受多胎妊娠的影响	O30.1	"三胎妊娠	"	Due to	2743557025
P01.7	胎儿和新生儿受产程开始前先露异常的影响	O32.2	"为横产式和斜产式给予的孕产妇医疗	"	Due to	2743562029
P01.7	胎儿和新生儿受产程开始前先露异常的影响	O32.0	"为不稳定产式给予的孕产妇医疗	"	Due to	2743565027
P02.0	胎儿和新生儿受前置胎盘的影响	O44.1	"前置胎盘伴有出血	"	Due to	2743568025
P02.6	胎儿和新生儿受脐带其他和未特指情况的影响	O43.1	"胎盘畸形	"	Due to	2743590025
P02.3	胎儿和新生儿受胎盘输血综合征的影响	O43.0	"胎盘输血综合征	"	Due to	2743577021
P02.4	胎儿和新生儿受脐带脱垂的影响	O69.0	"产程和分娩并发脐带脱垂	"	Due to	2743582025
L81.9	色素沉着未特指的疾患	L90.5	皮肤瘢痕情况和纤维化	Due to	2755552026
L81.6	黑色素形成减少的其他疾患	L90.5	皮肤瘢痕情况和纤维化	Due to	2755550023
P02.5	胎儿和新生儿受脐带其他压迫的影响	O69.8	"产程和分娩并发其他的脐带并发症	"	Due to	2743583024
Q84.8	体被的其他特指先天性畸形	Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	Due to	2755475020
P02.5	胎儿和新生儿受脐带其他压迫的影响	O69.2	"产程和分娩并发其他脐带缠绕	"	Due to	2743584029
P02.6	胎儿和新生儿受脐带其他和未特指情况的影响	O69.3	"产程和分娩并发脐带过短	"	Due to	2743587020
P02.3	胎儿和新生儿受胎盘输血综合征的影响	O30.0	"双胎妊娠	"	Due to	2743578027
H35.0	背景性视网膜病变和视网膜血管改变	I87.8	静脉其他特指的疾患	Due to	3033282020
L60.3	甲营养不良	T14.9	未特指的损伤	Due to	2797891021
D69.5	继发性血小板减少	D73.1	脾功能亢进	Due to	2735468026
J30.2	其他季节性变应性鼻炎	T78.4	未特指的变态反应	Due to	2947579023
O33.7	"为其他胎儿变形引起的胎盆不称给予的孕产妇医疗	"	Q05.9	未特指的脊柱裂	Due to	2733989027
E05.0	甲状腺毒症伴有弥漫性甲状腺肿	E05.9	未特指的甲状腺毒症	Due to	2734450020
M32.8	其他形式的系统性红斑狼疮	T78.4	未特指的变态反应	Due to	2890186024
T80.6	其他血清反应	T78.4	未特指的变态反应	Due to	2890117023
M31.8	其他特指的坏死性血管病	T78.4	未特指的变态反应	Due to	2890116025
T78.2	未特指的过敏性休克	T78.4	未特指的变态反应	Due to	2890094025
T78.3	血管神经性水肿	T78.4	未特指的变态反应	Due to	2890093020
T78.3	血管神经性水肿	T78.1	其他有害食物反应,不可归类在他处者	Due to	2890092026
H01.1	眼睑的非感染性皮肤病	T78.4	未特指的变态反应	Due to	2890028024
L30.8	其他特指的皮炎	T78.4	未特指的变态反应	Due to	2890022020
Y57.8	"其他药物和药剂的有害效应	"	T65.9	未特指物质的毒性效应	Due to	2885240025
L50.8	其他的荨麻疹	T78.2	未特指的过敏性休克	Due to	2885107029
N28.8	"肾和输尿管其他特指的疾患	"	N13.5	"输尿管纽结和狭窄不伴有肾盂积水	"	Due to	2876139024
T14.9	未特指的损伤	V91.9	未特指的船舶,船舶事故引起的其他损伤	Due to	2875960022
D53.9	未特指的营养性贫血	T73.0	饥饿效应	Due to	2733498020
J95.8	其他操作后的呼吸性疾患	T17.9	呼吸道未特指部位内异物	Due to	2732961021
J30.1	花粉引起的变应性鼻炎	T78.4	未特指的变态反应	Due to	2949670022
B88.0	其他螨病	T78.4	未特指的变态反应	Due to	2950040025
P61.2	早产性贫血	E63.9	未特指的营养缺乏	Due to	2729467020
H47.2	视神经萎缩	G93.2	良性颅内高压	Due to	3019643025
P78.2	吞咽母血引起的新生儿呕血和黑粪	P78.8	其他特指的围生期消化系统疾患	Due to	2730079028
N94.8	"其他特指的与女性生殖器官和月经周期有关的情况	"	N82.1	"其他女性泌尿-生殖道瘘	"	Due to	2731399021
M35.0	干燥综合征[舍格伦]	T86.0	骨髓移植排斥	Due to	2954733026
P52.4	胎儿和新生儿大脑内(非创伤性)出血	P20.1	在产程和分娩中首先察觉到的子宫内低氧症	Due to	2732119025
Q18.4	大口畸形	K07.8	其他的牙面畸形	Due to	2732407025
T14.9	未特指的损伤	V19.9	[任何]骑脚踏车人员在未特指交通事故中的损伤	Due to	2875957026
J69.0	食物和呕吐物引起的肺炎	T17.9	呼吸道未特指部位内异物	Due to	2732484023
G58.9	未特指的单神经病	E85.9	未特指的淀粉样变	Due to	2745891023
J45.0	主要为变应性哮喘	T78.4	未特指的变态反应	Due to	2951444021
N05.8	"未特指的肾炎综合征,其他	"	T78.2	未特指的过敏性休克	Due to	2951404025
T80.8	输注、输血和治疗性注射后的其他并发症	T78.4	未特指的变态反应	Due to	2951093020
J30.3	其他的变应性鼻炎	T78.4	未特指的变态反应	Due to	2951060027
J30.4	未特指的变应性鼻炎	T78.4	未特指的变态反应	Due to	2950445027
D75.1	继发性红细胞增多症	D41.0	肾动态未定或动态未知的肿瘤	Due to	2732870020
D13.4	肝良性肿瘤	D37.6	肝、胆囊和胆管动态未定或动态未知的肿瘤	Due to	2732707029
T14.9	未特指的损伤	V81.9	未特指的铁路事故中火车或铁路车辆乘员的损伤	Due to	2875942022
J45.0	主要为变应性哮喘	J30.1	花粉引起的变应性鼻炎	Due to	2875888028
T14.9	未特指的损伤	V97.8	其他空中运输事故,不可归类在他处者	Due to	2875271028
R09.0	窒息	D48.7	其他特指部位的动态未定或动态未知的肿瘤	Due to	2854291029
E03.8	其他特指的甲状腺功能减退症	E85.9	未特指的淀粉样变	Due to	2735099021
T63.4	其他节肢动物的毒液的毒性效应	T78.4	未特指的变态反应	Due to	2854259025
T63.9	与未特指的有毒动物接触的毒性效应	T78.4	未特指的变态反应	Due to	2854258022
L57.8	慢性暴露于非电离辐射下引起的其他皮肤改变	L56.8	紫外线辐射引起的其他特指的急性皮肤改变	Due to	2854050022
L50.8	其他的荨麻疹	T78.4	未特指的变态反应	Due to	2854008022
L20.8	其他的特应性皮炎	T78.4	未特指的变态反应	Due to	2853980021
J67.8	其他有机粉尘引起的过敏性肺炎	J30.3	其他的变应性鼻炎	Due to	2855340020
L20.9	未特指的特应性皮炎	T78.4	未特指的变态反应	Due to	2853979023
Q62.3	肾盂和输尿管的其他梗阻性缺陷	Q62.1	输尿管闭锁和狭窄	Due to	2852582025
H15.0	巩膜炎	M31.3	韦格纳肉芽肿病	Due to	2798466025
H35.0	背景性视网膜病变和视网膜血管改变	M30.0	结节性多动脉炎	Due to	2798462028
E07.8	其他特指的甲状腺疾患	E07.9	未特指的甲状腺疾患	Due to	2798408027
C88.2	γ重链病	C91.1	慢性淋巴细胞白血病	Due to	2735187028
D23.6	上肢(包括肩)皮肤良性肿瘤	Q85.1	结节性硬化症	Due to	2798257026
F63.8	其他习惯和冲动障碍	T14.9	未特指的损伤	Due to	2798197024
H10.1	急性变应性结膜炎	T78.4	未特指的变态反应	Due to	2853673022
F95.9	未特指的抽动障碍	T14.9	未特指的损伤	Due to	2797915028
T74.8	其他虐待综合征	Y06.9	"被未特指人员忽视照料和遗弃,未特指场所	"	Due to	2862868020
S13.4	颈椎扭伤和劳损	T14.9	未特指的损伤	Due to	2864493027
T14.9	未特指的损伤	V93.9	未特指的船舶非船舶事故的船上事故,未引起淹溺和沉没	Due to	2875259023
T14.9	未特指的损伤	V94.9	未特指的船舶水上运输事故	Due to	2875199029
L23.6	食物接触皮肤引起的变应性接触性皮炎	Z91.0	非药物和生物制品过敏个人史	Due to	2875076026
L20.0	贝尼耶痒疹	T78.4	未特指的变态反应	Due to	2875066029
P59.2	其他和未特指的肝细胞损害所致的新生儿黄疸	K75.9	未特指的炎性肝脏疾病	Due to	2867908029
O92.7	"哺乳的其他和未特指的疾患	"	N64.5	"乳房的其他体征和症状	"	Due to	2867555027
L56.1	药物光变应性反应	L56.8	紫外线辐射引起的其他特指的急性皮肤改变	Due to	2867268020
L56.2	光接触性皮炎[香料皮炎]	L56.8	紫外线辐射引起的其他特指的急性皮肤改变	Due to	2864373023
P78.0	围生期肠穿孔	K63.1	肠穿孔(非创伤性)	Due to	2734641025
L65.9	未特指的非瘢痕性毛发缺失	T30.0	身体未特指部位的烧伤,程度未特指	Due to	2866800028
R49.8	其他和未特指的语音障碍	J34.8	鼻和鼻窦其他特指的疾患	Due to	2866352021
P58.8	其他特指的过度溶血引起的新生儿黄疸	P55.9	胎儿和新生儿未特指的溶血性疾病	Due to	2866292021
K05.5	其他的牙周疾病	K07.4	未特指的错he	Due to	2865686025
J69.8	其他固体和液体引起的肺炎	T88.7	药物和药剂未特指的有害效应	Due to	2865635024
J45.0	主要为变应性哮喘	J30.3	其他的变应性鼻炎	Due to	2865323025
N64.8	"乳房其他特指的疾患	"	N64.5	"乳房的其他体征和症状	"	Due to	2864629026
L50.0	变应性荨麻疹	T78.4	未特指的变态反应	Due to	2866881026
P15.3	眼的产伤	S05.9	眼和眶未特指的损伤	Due to	2743621026
I27.2	其他继发性肺动脉高压	I51.9	未特指的心脏病	Due to	4678434022
E11.0	非胰岛素依赖型糖尿病伴有昏迷	E11.9	非胰岛素依赖型糖尿病不伴有并发症	Due to	3585742023
G25.5	其他舞蹈症	M32.9	系统性红斑狼疮	Due to	6920395020
B02.8	带状疱疹伴有其他并发症	B02.9	带状疱疹不伴有并发症	Due to	6923250028
G93.5	脑受压	I60.9	未特指的蛛网膜下出血	Due to	6923281021
G21.8	其他继发性帕金森综合征	S09.9	头部未特指的损伤	Due to	6927027025
G21.8	其他继发性帕金森综合征	G93.9	未特指的脑疾患	Due to	6927031020
G25.5	其他舞蹈症	G11.9	未特指的遗传性共济失调	Due to	6927034028
G11.8	其他遗传性共济失调	G11.9	未特指的遗传性共济失调	Due to	6920382026
F01.1	多发脑梗死性痴呆	I67.8	其他特指的脑血管疾病	Due to	6927058029
G37.9	未特指的中枢神经系统脱髓鞘病	M35.0	干燥综合征[舍格伦]	Due to	6927081027
G37.9	未特指的中枢神经系统脱髓鞘病	M35.2	贝赫切特[贝切特]病	Due to	6927093020
E88.8	其他特指的代谢紊乱	G71.3	线粒体肌病,不可归类在他处者	Due to	6927098027
F13.1	镇静剂或催眠剂损害	F19.1	多种药物和其他精神活性物质损害	Due to	6930973022
C85.1	未特指的B-细胞淋巴瘤	D47.9	淋巴、造血和有关组织未特指的动态未定或动态未知的肿瘤	Due to	6968707023
D59.1	其他自身免疫性溶血性贫血	M32.9	系统性红斑狼疮	Due to	6968841020
G37.9	未特指的中枢神经系统脱髓鞘病	M32.9	系统性红斑狼疮	Due to	6927074023
G90.9	未特指的自主神经系统疾患	G31.9	神经系统未特指的变性性疾病	Due to	6917823028
G40.9	未特指的癫痫	P91.6	新生儿缺氧缺血性脑病	Due to	6917772027
F19.3	多种药物和其他精神活性物质戒断状态	F19.2	多种药物和其他精神活性物质依赖综合征	Due to	6917664020
D55.3	核苷酸代谢紊乱性贫血	E88.8	其他特指的代谢紊乱	Due to	6874763025
N48.4	"器质性原因的阳痿	"	N48.8	"阴茎其他特指的疾息	"	Due to	6882685024
G54.1	腰骶丛疾患	I77.6	未特指的动脉炎	Due to	6890265021
I63.8	其他脑梗死	I67.2	大脑动脉粥样硬化	Due to	6898814020
I63.2	入脑前动脉未特指的闭塞或狭窄引起的脑梗死	I70.9	全身性和未特指的动脉粥样硬化	Due to	6898821020
O66.9	"未特指的梗阻性分娩	"	O71.1	"产程中子宫破裂	"	Due to	6898888027
N82.0	"膀胱阴道瘘	"	O66.9	"未特指的梗阻性分娩	"	Due to	6898905025
K25.9	胃溃疡未特指为急性或慢性,不伴有出血或穿孔	K52.8	其他特指的非感染性胃肠炎和结肠炎	Due to	6898977021
K25.9	胃溃疡未特指为急性或慢性,不伴有出血或穿孔	K29.6	其他胃炎	Due to	6898981021
D50.0	继发于(慢性)失血的缺铁性贫血	E61.1	铁缺乏	Due to	6899097024
D50.8	其他缺铁性贫血	K90.9	未特指的肠吸收不良	Due to	6899107027
D86.8	其他和联合部位的结节病	Q99.9	未特指的染色体异常	Due to	6915627026
J39.8	其他特指的上呼吸道疾病	Q25.4	主动脉的其他先天性畸形	Due to	6917424027
N39.4	"其他特指的尿失禁	"	N81.9	"未特指的女性生殖器脱垂	"	Due to	6917510029
N31.9	"膀胱未特指的神经肌肉功能不良	"	N81.9	"未特指的女性生殖器脱垂	"	Due to	6917515023
D59.1	其他自身免疫性溶血性贫血	K51.9	未特指的溃疡性结肠炎	Due to	6968896025
E72.1	载硫氨基酸代谢紊乱	E88.0	血浆蛋白代谢紊乱,不可归类在他处者	Due to	6870500021
E88.8	其他特指的代谢紊乱	E88.9	未特指的代谢紊乱	Due to	6970853024
L13.0	疱疹样皮炎	K90.0	乳糜泻[腹腔病]	Due to	6993025027
I69.3	脑梗死后遗症	I63.4	大脑动脉栓塞引起的脑梗死	Due to	7157996023
I63.5	大脑动脉未特指的闭塞或狭窄引起的脑梗死	I66.2	大脑后动脉闭塞和狭窄	Due to	7167120020
I63.5	大脑动脉未特指的闭塞或狭窄引起的脑梗死	I66.0	大脑中动脉闭塞和狭窄	Due to	7167128029
I63.2	入脑前动脉未特指的闭塞或狭窄引起的脑梗死	I65.2	颈动脉闭塞和狭窄	Due to	7167148020
P11.2	产伤引起的未特指的脑损害	P15.9	未特指的产伤	Due to	7170205023
T91.3	脊髓损伤后遗症	S24.1	胸部脊髓其他和未特指的损伤	Due to	7173975027
G81.9	未特指的偏瘫	I63.4	大脑动脉栓塞引起的脑梗死	Due to	7157992020
H57.9	眼和附器未特指的疾患	Q87.4	马方综合征	Due to	7174020029
I63.5	大脑动脉未特指的闭塞或狭窄引起的脑梗死	I66.3	小脑动脉闭塞和狭窄	Due to	7174032025
Z86.6	神经系统和感觉器官疾病个人史	G61.0	吉兰-巴雷[格林-巴利]综合征	Due to	7174038026
K57.4	小肠和大肠憩室病伴有穿孔和脓肿	K57.5	小肠和大肠憩室病不伴有穿孔或脓肿	Due to	7174652028
T67.3	脱水性中暑衰竭	L74.4	无汗症	Due to	7177440024
I89.0	淋巴水肿,不可归类在他处者	R26.3	固态[不动]	Due to	7177491022
E75.2	其他神经鞘脂贮积症	E88.8	其他特指的代谢紊乱	Due to	7177515025
I63.5	大脑动脉未特指的闭塞或狭窄引起的脑梗死	I66.8	其他大脑动脉闭塞和狭窄	Due to	7174026024
G83.2	上肢单瘫	I63.9	未特指的脑梗死	Due to	7157986025
I69.2	其他非创伤性颅内出血后遗症	I63.9	未特指的脑梗死	Due to	7157972029
I63.0	入脑前动脉血栓形成引起的脑梗死	I65.2	颈动脉闭塞和狭窄	Due to	7157922026
J98.9	未特指的呼吸性疾患	M31.7	显微镜下多脉管炎	Due to	6993635023
E67.8	其他特指的营养过度	R63.2	贪食	Due to	6993682027
H02.0	睑内翻和倒睫	H02.1	睑外翻	Due to	6999650023
H16.9	未特指的角膜炎	T14.9	未特指的损伤	Due to	7008158026
H57.0	瞳孔功能异常	G90.9	未特指的自主神经系统疾患	Due to	7008183026
P76.0	胎粪堵塞综合征	E88.0	血浆蛋白代谢紊乱,不可归类在他处者	Due to	7008593029
K50.1	大肠克罗恩病	K50.9	未特指的克罗恩病	Due to	7078759024
H20.8	其他的虹膜睫状体炎	T14.9	未特指的损伤	Due to	7078780029
L98.8	皮肤和皮下组织其他特指的疾患	T14.9	未特指的损伤	Due to	7079051023
L66.9	未特指的瘢痕性脱发	T14.9	未特指的损伤	Due to	7079061027
L50.6	接触性荨麻疹	L23.9	未特指原因的变应性接触性皮炎	Due to	7079099023
S05.9	眼和眶未特指的损伤	T14.9	未特指的损伤	Due to	7079186023
I69.4	脑卒中后遗症,未特指为出血或梗死	I63.4	大脑动脉栓塞引起的脑梗死	Due to	7141810027
F91.9	未特指的品行障碍	I63.9	未特指的脑梗死	Due to	7141815021
I63.0	入脑前动脉血栓形成引起的脑梗死	I65.1	基底动脉闭塞和狭窄	Due to	7157918020
F13.3	镇静剂或催眠剂戒断状态	F19.3	多种药物和其他精神活性物质戒断状态	Due to	6970886023
R04.0	鼻出血	T14.9	未特指的损伤	Due to	7188963028
B97.8	其他病毒性病原体作为分类于其他章疾病的原因	D84.9	未特指的免疫缺陷	Due to	6870391029
I74.9	未特指动脉的栓塞和血栓形成	I72.9	未特指部位的动脉瘤	Due to	6869283027
E24.8	其他库欣综合征	E27.8	肾上腺其他特指的疾患	Due to	6681090024
K72.0	急性和亚急性肝衰竭	E88.8	其他特指的代谢紊乱	Due to	6687345027
I20.9	未特指的心绞痛	I25.1	动脉硬化性心脏病	Due to	6754521025
I20.9	未特指的心绞痛	T82.8	心脏和血管假体装置、植入物和移植物的其他并发症	Due to	6754529028
I20.0	不稳定性心绞痛	I25.1	动脉硬化性心脏病	Due to	6757750028
Q87.8	其他特指的先天性畸形综合征,不可归类在他处者	G71.3	线粒体肌病,不可归类在他处者	Due to	6759874025
D51.8	其他维生素B12缺乏性贫血	E53.8	其他特指的B族维生素缺乏病	Due to	6680816022
D68.4	后天性凝血因子缺乏	D68.9	未特指的凝血缺陷	Due to	6760020028
E16.1	其他低血糖	E34.8	其他特指的内分泌疾患	Due to	6760303024
A41.9	未特指的脓毒病	N39.0	"部位未特指的泌尿道感染	"	Due to	6766115024
N13.8	"其他梗阻性和反流性尿路病	"	N31.9	"膀胱未特指的神经肌肉功能不良	"	Due to	6770284029
N13.0	"肾盂积水伴有输尿管肾盂连接处梗阻	"	N13.5	"输尿管纽结和狭窄不伴有肾盂积水	"	Due to	6771187022
K56.0	麻痹性肠梗阻	K59.8	其他特指的功能性肠疾患	Due to	6771988029
K52.8	其他特指的非感染性胃肠炎和结肠炎	K52.9	未特指的非感染性胃肠炎和结肠炎	Due to	6772029024
N13.0	"肾盂积水伴有输尿管肾盂连接处梗阻	"	Q62.1	输尿管闭锁和狭窄	Due to	6760132027
D51.8	其他维生素B12缺乏性贫血	K63.9	肠未特指的疾病	Due to	6680815021
E55.0	佝偻病,活动性	E55.9	未特指的维生素D缺乏病	Due to	6680741020
E20.9	未特指的甲状旁腺功能减退症	E83.1	铁代谢紊乱	Due to	6680640027
G60.2	与遗传性共济失调有关的神经病	G71.3	线粒体肌病,不可归类在他处者	Due to	6578851021
E72.5	甘油酸代谢紊乱	E72.8	其他特指的氨基酸代谢紊乱	Due to	6594835026
E03.1	先天性甲状腺功能减退症不伴有甲状腺肿	Q89.2	其他内分泌腺先天性畸形	Due to	6594971026
D84.8	其他特指的免疫缺陷	Q99.9	未特指的染色体异常	Due to	6595098021
A49.9	未特指的细菌性感染	Q99.9	未特指的染色体异常	Due to	6595102029
E74.3	其他肠碳水化合物吸收障碍	E88.0	血浆蛋白代谢紊乱,不可归类在他处者	Due to	6595512028
K76.8	其他特指的肝病	E80.6	其他胆红素代谢紊乱	Due to	6595553020
Q87.0	主要影响面部外貌的先天性畸形综合征	K07.8	其他的牙面畸形	Due to	6611221025
N25.8	"肾小管功能损害所致的其他疾患	"	Z99.2	依赖肾透析	Due to	6622212028
E11.0	非胰岛素依赖型糖尿病伴有昏迷	E16.2	未特指的低血糖	Due to	6624882029
H35.0	背景性视网膜病变和视网膜血管改变	D75.8	血液和造血器官其他特指的疾病	Due to	6634032025
Q64.7	膀胱和尿道的其他先天性畸形	Q64.2	先天性后尿道瓣	Due to	6680062026
